experiment,condition,seed,global_error,posterior_error,rms_posterior_error,w1_quadrature,w1_mcmc,bfr,posterior_mean,posterior_std,kl_divergence,js_divergence,tv_distance,training_time,notes
Exp1_Phase2_MultiSeed,level2_100ep,103.0,51.930156949648534,38.874885100330495,38.87520247993691,0.07878163640847549,0.07963445298967903,136.15230931354455,0.5855311589085254,0.006367275328318162,38.299962558565895,0.6931471804866118,0.9999999999521304,15.06869888305664,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,104.0,58.507231884557974,45.70477232666509,45.70513188546022,0.12345397359712469,0.1252823158748008,213.3561114677936,0.6302034960971774,0.006275744487639848,38.29997261093202,0.6931471805599452,1.0000000000000002,15.033732891082764,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,105.0,61.68180881941899,48.293199026450544,48.2935820369979,0.1392290754178697,0.1416949581895483,240.6190199381699,0.6459785979179221,0.006440824938340363,38.29997261093202,0.6931471805599453,1.0000000000000002,14.97438669204712,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,106.0,64.88821605162735,52.17680760309374,52.17710574503936,0.15110137599968104,0.15432372060277202,261.1370139120074,0.6578508984997335,0.006952909448941313,38.29997261093202,0.6931471805599452,1.0000000000000002,14.901185989379883,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,107.0,50.290624320971375,37.15747413769741,37.15772236677529,0.08692918083137882,0.08828570954999497,150.23309055882518,0.5936787033314315,0.005967827996983359,38.29997261025415,0.6931471805597941,0.9999999999999026,14.890575170516968,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,108.0,49.929025645177724,34.862266386305436,34.8626708031861,0.07622388833402022,0.07734292962300109,131.7319478834551,0.5829734108340731,0.005668183199682707,38.299971121952986,0.6931471805270095,0.9999999999787186,15.084128379821777,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,109.0,53.665479914149664,38.81351523988993,38.813763873241236,0.11659544479286515,0.11703927311842607,201.50303786125272,0.6233449672929174,0.006017963972956136,38.29997261093202,0.6931471805599452,1.0000000000000002,15.00215458869934,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level2_100ep,110.0,57.67781805837233,46.63557050497137,46.63572203003378,0.1708104005126197,0.17173030552589424,295.19862171919385,0.6775599230126729,0.006918000453005276,38.29997261093202,0.6931471805599452,1.0000000000000002,14.940383434295654,100ep Adam + 0it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,101.0,11.555670619050106,4.870138984922547,4.870394167582875,0.004081412368576851,0.004535697490492875,7.053594525015721,0.510830934868628,0.005790131810978708,0.2513773171096182,0.06012844052632983,0.2791368356472571,40.88267183303833,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,102.0,26.484845557093607,15.167835880589184,15.168465000229228,0.0004707247646653413,0.0010297092640273128,0.8135178029047141,0.5071390986393864,0.0052086052201144395,0.009417834499263898,0.0021947077597364055,0.04567003863320643,38.698506593704224,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,103.0,9.762460477471555,5.792634649900746,5.792828012116013,0.0027581412670186216,0.002754189142479818,4.766685740957407,0.5039913812330342,0.005652861565620073,0.11835211663996979,0.029081854038690555,0.19354344933222226,40.012895822525024,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,104.0,20.892228044990055,11.326308761604361,11.326724520000056,0.006470559650222169,0.0068784460936149325,11.182576030294436,0.5002789628498314,0.005360880398391735,0.714623957343995,0.14840751367823057,0.44431500113543737,39.84649848937988,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,105.0,27.124958979772817,14.39803404462008,14.398440725475497,0.022690592744373666,0.024279975131813743,39.21442537473455,0.5294401152444256,0.004883328441286507,11.490972165284685,0.6509467944389733,0.9689718776902957,39.67751097679138,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,106.0,24.472332368608807,13.81490615043684,13.81541700768507,0.01104135356470223,0.008870928214857096,19.081931454013528,0.49570816893535236,0.005290641911308807,2.108802322455034,0.34186544476915814,0.6881899918655743,39.330432653427124,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,107.0,9.330362565860437,5.9535562330155996,5.953842759477631,0.0046721440433742595,0.0040736723811921035,8.07451114181847,0.502077378456679,0.005492819007092843,0.35654513774892194,0.08122211143402161,0.3259884150806535,38.78340697288513,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,108.0,13.273376029386244,7.119362290474992,7.119704364318389,0.011531527059012395,0.011616250367222705,19.929061016905404,0.49521799544104034,0.005565298098382847,2.072017361886478,0.35022260379766734,0.6971813092758316,39.26402235031128,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,109.0,15.314185912883504,8.318465440571728,8.318955749252556,0.012571794647564305,0.012664505417092091,21.726876357412056,0.4941777278524898,0.005357005237913304,2.6532917210083005,0.399451049328057,0.74759152214526,40.315099477767944,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level3_250ep_lbfgs,110.0,16.92736027531207,8.824916486326845,8.825175028187713,0.011796360392512707,0.011211779877310828,20.386752321415962,0.5185458828925645,0.005324372444680576,2.5394822536553465,0.37095766714436273,0.7189572360155835,38.89952111244202,250ep Adam + 12it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,101.0,3.861055166630647,1.6893738184085931,1.6895697777933143,0.00031777274350710004,0.0009541586161522797,0.5491824597430899,0.5070672952435581,0.005632461502258225,0.0015930766177742232,0.0003980865459610867,0.022556521326808274,69.86913895606995,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,102.0,7.45852401148238,4.651255100846869,4.651407887692436,0.0001986113305793588,0.0006099284796958749,0.3432448543466195,0.5065509111694732,0.005636681405354579,0.0006257031748052728,0.00015671986436698168,0.014087263530213695,69.71128678321838,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,103.0,2.9241609488397224,1.7901281843960404,1.7901283335411486,0.0008116054238047543,0.000689420631074779,1.4026359154241594,0.5059379170762482,0.0056648478935863635,0.01033520678285777,0.0025990903960686454,0.05747696224611907,72.03217625617981,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,104.0,5.562056232338386,3.86752839259732,3.8675684400790598,0.0031228087735121336,0.003841922322619998,5.396912852301875,0.5036267137265438,0.005672047102761573,0.15068846710915793,0.03687885215891285,0.21799718162345258,70.52445340156555,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,105.0,8.334351693787726,5.0576771065379615,5.057926050236844,0.002463971326663943,0.0017101723300550935,4.258294210445757,0.5042855511733885,0.005390754442770019,0.10475004219018469,0.02462081895360682,0.17763723583411972,69.41759204864502,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,106.0,8.35487820516454,3.706412427668753,3.706568053163638,0.00498587930322981,0.004202956722638759,8.616715925696539,0.5017636431968241,0.005601512124272851,0.39095611248335,0.08993575505996407,0.3430971390380796,69.9328761100769,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,107.0,3.4956844479086175,2.279677549851087,2.2796816819175096,0.00192766552336204,0.0010761948235930908,3.331437687191893,0.5048218569766905,0.005563753667957515,0.05972128584683158,0.01462009245452855,0.1368093819833146,69.47894930839539,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,108.0,4.675766754455912,2.5224902124439117,2.5225216589499193,0.0005114668530578142,0.000853137255351893,0.8839292550371678,0.5062380556469966,0.005687730680369175,0.004194598992492237,0.0010596185128495144,0.036476987213771635,69.79109978675842,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,109.0,4.618038188094237,3.073990639261405,3.07404625058826,0.00181121544264233,0.0018784504060979674,3.1301858710004806,0.5085607379426935,0.005672820763202519,0.051208717482210404,0.012681254307904736,0.1273980060733127,72.85805749893188,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level4_450ep_lbfgs,110.0,5.680761648328258,3.1111879824822872,3.1113651488018212,0.0017778394962694858,0.002254617222796956,3.0725047617807326,0.5049716830037831,0.005508789748004989,0.05203163144921838,0.012628343840907217,0.12697208803328106,69.71751189231873,450ep Adam + 20it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,101.0,2.799736259255974,1.449308691886392,1.449502652182146,0.0005723447911595394,0.0010349757974972692,0.9891399644951551,0.5073218672912111,0.005615665655471878,0.005221368715495382,0.0012988393699830381,0.04069683090762635,86.280916929245,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,102.0,5.135413874666847,3.096129835676942,3.096172963774959,0.0011769797081950296,0.0016257650247229844,2.0340844972432586,0.5079265022082461,0.005636357861363456,0.021880228165357195,0.0054315112431939944,0.08324765684902932,86.7929470539093,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,103.0,2.3840022065066804,1.3966291817232837,1.3966298491907807,0.0025259830416946567,0.0028284496035317444,4.365464340324106,0.5042235394583574,0.005607733616624853,0.10081112208285514,0.02466170829552823,0.1779359089382575,85.62900900840759,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,104.0,3.6662955063783476,2.711721538374104,2.711744199826507,0.0025766965283274073,0.003409676851727365,4.453108601514493,0.5041728259717257,0.0056613077496468186,0.10312945895490648,0.02544650800798133,0.18068617491016156,84.81039643287659,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,105.0,5.968305493148835,3.7683378661689684,3.768448479852692,0.004972831698329411,0.004419680091259562,8.59416674267387,0.5017766908017236,0.005465131657740776,0.40811084731276565,0.09148912035700377,0.34625543618606186,85.0832109451294,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,106.0,5.888299885703262,2.6734123172282036,2.673520389774675,0.004728435584094576,0.004093686093956555,8.171795529567795,0.502021086915958,0.005545037697822668,0.359002733483986,0.08233071977348283,0.3278648740855881,84.72454881668091,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,107.0,2.2168456613897316,1.6977754687196966,1.6977771356758362,0.003210290172938248,0.003268765676799908,5.548100300250908,0.5035392323271143,0.005564625865831945,0.16496983748768676,0.03952580277938854,0.22579667653343724,85.58730363845825,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,108.0,2.7953656780099205,1.441001889242738,1.4410311865727221,0.0004798561833364295,0.0008143375652426959,0.8292989391701665,0.5072293786833865,0.005697909435599088,0.0036583072842492443,0.0009236100667174868,0.034011072778879076,84.92853164672852,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,109.0,3.2190875937071346,1.8937828311085023,1.8938214824669748,0.0008735153112120952,0.001389500383519503,1.5096300643670237,0.5058760071888398,0.005610100668772078,0.012094517716387693,0.0030116651784655194,0.06190031188155426,86.05728721618652,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level5_550ep_lbfgs,110.0,4.267288243997011,2.526025197326442,2.526106479996796,0.0033824228051726793,0.0042434357970475515,5.84558403447321,0.5033670996948805,0.005506449002820825,0.1869801716089353,0.04414011031999475,0.2387702128428415,86.02832794189453,550ep Adam + 25it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,101.0,2.1047661437712337,1.1050687055475286,1.105188174580242,0.0004460117550138691,0.0005379453859127816,0.7708081882339801,0.5063035107450391,0.005586770005649439,0.0032146326779852762,0.0007980202272495605,0.03178343351215142,123.39873385429382,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,102.0,2.4246272072187622,1.5378013514950635,1.537803494440367,0.00037798158409951517,0.0006234787746809552,0.6532368188737476,0.506371540925844,0.005546075471973788,0.002495687134565494,0.0006151228732061308,0.027451508916883874,124.18218898773193,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,103.0,1.6799241608680002,0.9336825981933592,0.9336885431348773,0.0005507843470664611,0.0007191879249917478,0.9518786890644461,0.5061987381529864,0.005597978323002958,0.004843259079633323,0.0012046461647058965,0.03918026224417992,125.81275033950806,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,104.0,2.183451399885187,1.5385747987980154,1.5385950620242623,0.0012120839397331592,0.0019290681965282543,2.0947524702441283,0.5055374385603193,0.0056576369795906115,0.02297537249174219,0.005758416867602619,0.08560359758319164,123.47923803329468,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,105.0,3.8142558406033755,2.06017451339743,2.0601754490145585,0.0007588461036185707,0.0008623861785079687,1.311455995729209,0.5059906763964336,0.005580175324784785,0.009257572869443793,0.0022941781074327667,0.054109610526008094,124.02107357978821,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,106.0,3.2054399103371947,1.5662476089510176,1.566297465703995,0.0013836693621472394,0.0006687351510214826,2.3912905033599743,0.5053658531379049,0.005617812066872984,0.030235108610319635,0.007515486599310513,0.09791786336265337,123.67253136634827,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,107.0,1.6093637872609363,1.2027064083480559,1.2027069814467706,0.004155653363124759,0.003642451116868084,7.181899588406668,0.5025938691369283,0.0055425810513663075,0.277937189519762,0.06479123518276014,0.2901773304212812,123.19649314880371,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,108.0,2.004735204291217,0.9894112723916475,0.9894570944936872,0.0017318925564644375,0.0016626421730763315,2.993098160883131,0.5084814150565165,0.0057025329176798294,0.046369618918343486,0.011555928255717371,0.12147067446113485,123.30373954772949,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,109.0,1.9883120644579686,1.1709751031565903,1.1709764210468898,0.0008801087460954727,0.0005941568497592978,1.521024996315705,0.5076296312461462,0.005638213876009746,0.01221423229979691,0.003042656536407366,0.06228351794868645,123.02519989013672,800ep Adam + 30it LBFGS
Exp1_Phase2_MultiSeed,level6_800ep_lbfgs,110.0,2.4183799911644153,1.545983636687177,1.5460220211745335,0.00299806534218276,0.0038043629557497323,5.1813282691240286,0.5037514571578695,0.005515920526421599,0.14656278875500964,0.0349481771425879,0.212172423692918,123.18955659866333,800ep Adam + 30it LBFGS
Exp7_Sensor_Geometry,M=10_uniform,42.0,,,,0.004181514925303819,,7.226594159040846,0.5156756581076453,0.011846412988080174,,,,,Concentration index: 84.41
Exp7_Sensor_Geometry,M=10_clustered,42.0,,,,0.009192975460935808,,15.887520182742769,0.4988251869179579,0.02337096266281708,,,,,Concentration index: 42.79
Exp7_Sensor_Geometry,M=10_informative,42.0,,,,0.003867498898587112,,6.683904147154475,0.5013207074084466,0.007488341907038939,,,,,Concentration index: 133.54
Exp7_Sensor_Geometry,M=20_uniform,42.0,,,,0.004744825718121746,,8.200121351415254,0.5055672268084718,0.00781395625786275,,,,,Concentration index: 127.98
Exp7_Sensor_Geometry,M=20_clustered,42.0,,,,0.010004163034038635,,17.289433958584542,0.5160221845085222,0.018314203782875606,,,,,Concentration index: 54.60
Exp7_Sensor_Geometry,M=20_informative,42.0,,,,0.003927498414862488,,6.787596746991221,0.4972307351997598,0.004433271601726504,,,,,Concentration index: 225.57
Exp7_Sensor_Geometry,M=40_uniform,42.0,,,,0.0021893428923660282,,3.783674778336557,0.49629662730142415,0.0055015921906028725,,,,,Concentration index: 181.77
Exp7_Sensor_Geometry,M=40_clustered,42.0,,,,0.00943547737492262,,16.30661779365133,0.5039082462172986,0.012355850275325996,,,,,Concentration index: 80.93
Exp7_Sensor_Geometry,M=40_informative,42.0,,,,0.003965331524484254,,6.852980832399248,0.49834899401957783,0.003167572599425581,,,,,Concentration index: 315.70
Exp7_Sensor_Geometry,M=80_uniform,42.0,,,,0.0024470894159631545,,4.2291184883825625,0.5009761764882655,0.0037882088108758985,,,,,Concentration index: 263.98
Exp7_Sensor_Geometry,M=80_clustered,42.0,,,,0.009854869654642997,,17.03142156766964,0.49627921715995166,0.00785166976410264,,,,,Concentration index: 127.36
Exp7_Sensor_Geometry,M=80_informative,42.0,,,,0.0039267098123137905,,6.786233865195024,0.5005244185088322,0.0020603831782288417,,,,,Concentration index: 485.35
Exp7_Sensor_Geometry,M=160_uniform,42.0,,,,0.0021264514058230827,,3.674984206277527,0.5007713807156425,0.002579292304195462,,,,,Concentration index: 387.70
Exp7_Sensor_Geometry,M=160_clustered,42.0,,,,0.010261848876705613,,17.73477279839495,0.501795806785088,0.005867360078522056,,,,,Concentration index: 170.43
Exp7_Sensor_Geometry,M=160_informative,42.0,,,,0.0037955988385030945,,6.559644742723414,0.49664069353932144,0.0014341063232486465,,,,,Concentration index: 697.30
Exp7_Sensor_Geometry,M=320_uniform,42.0,,,,0.0019068033686364559,,3.295383212156399,0.4986112065295131,0.0017897072769382132,,,,,Concentration index: 558.75
Exp7_Sensor_Geometry,M=320_clustered,42.0,,,,0.010008938024291212,,17.29768621100625,0.49346028625557925,0.003930942869230646,,,,,Concentration index: 254.39
Exp7_Sensor_Geometry,M=320_informative,42.0,,,,0.003803786632075101,,6.573795083511351,0.49936637474250817,0.0010166057246961402,,,,,Concentration index: 983.67
Exp8_Adaptive_Replication,Stage1_Adaptive,501.0,,,,0.03580392003370109,,61.87719140270924,,,,,,55.30583620071411,Pilot W1: 7.6201e-02 -> 53.0% reduction
Exp8_Adaptive_Replication,Stage1_Adaptive,502.0,,,,0.000441872069566095,,0.7636538847790004,,,,,,55.471668004989624,Pilot W1: 9.4815e-03 -> 95.3% reduction
Exp8_Adaptive_Replication,Stage1_Adaptive,503.0,,,,0.004903951866714294,,8.475126969357898,,,,,,54.738749742507935,Pilot W1: 3.3981e-02 -> 85.6% reduction
Exp8_Adaptive_Replication,Stage1_Adaptive,504.0,,,,0.010152658842975669,,17.54606796914674,,,,,,54.31681156158447,Pilot W1: 1.0088e-01 -> 89.9% reduction
Exp8_Adaptive_Replication,Stage1_Adaptive,505.0,,,,0.003126342117596111,,5.403019262101978,,,,,,54.20118546485901,Pilot W1: 5.4513e-02 -> 94.3% reduction
